age,JobType,EdType,maritalstatus,occupation,race,gender,nativecountry,SalStat
28,State gov,Masters,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
60,Private,HS grad,Widowed,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
31,Private,HS grad,Separated,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
47,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
61,Private,Masters,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
42,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
44,Local gov,12th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
46,Self emp not inc,Some college,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
50,Local gov,Prof school,Never married,Exec managerial,Black,Female,United States,"greater than 50,000"
27,State gov,Bachelors,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Adm clerical,White,Female,Mexico,"less than or equal to 50,000"
25,Private,HS grad,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
61,Private,5th 6th,Divorced,Transport moving,White,Male,United States,"less than or equal to 50,000"
54,Private,Some college,Divorced,Adm clerical,White,Male,United States,"less than or equal to 50,000"
31,Private,Bachelors,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
53,Self emp not inc,Some college,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
39,Self emp inc,Assoc acdm,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
57,Self emp inc,Prof school,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
48,Private,Bachelors,Divorced,Sales,White,Female,United States,"less than or equal to 50,000"
30,Private,Some college,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
35,Private,HS grad,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
42,Self emp not inc,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
34,Self emp not inc,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
59,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
69,Local gov,10th,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
29,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
40,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
40,Private,Assoc acdm,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
43,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
36,Private,HS grad,Divorced,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
41,Private,HS grad,Married spouse absent,Prof specialty,Asian Pac Islander,Male,Japan,"greater than 50,000"
20,Private,Some college,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
41,Local gov,Bachelors,Widowed,Adm clerical,White,Female,United States,"less than or equal to 50,000"
34,Private,Some college,Divorced,Exec managerial,White,Male,United States,"less than or equal to 50,000"
48,Private,11th,Divorced,Other service,Black,Female,United States,"less than or equal to 50,000"
27,Private,HS grad,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
35,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
27,Private,HS grad,Never married,Craft repair,Black,Male,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
18,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
32,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
38,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
23,State gov,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
28,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
40,State gov,Prof school,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
35,Private,HS grad,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
28,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
23,Private,Some college,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
20,Self emp not inc,Some college,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
44,Private,HS grad,Divorced,Machine op inspct,Black,Female,United States,"less than or equal to 50,000"
46,Local gov,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
51,Self emp not inc,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
40,Private,Some college,Separated,Adm clerical,White,Female,United States,"less than or equal to 50,000"
48,Private,Prof school,Married civ spouse,Tech support,White,Male,United States,"greater than 50,000"
60,Self emp not inc,9th,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
48,Self emp inc,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
46,Local gov,Bachelors,Married civ spouse,Prof specialty,White,Female,United States,"less than or equal to 50,000"
48,Self emp inc,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
24,Local gov,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
45,State gov,Some college,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
18,Private,12th,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
39,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
65,Self emp inc,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
22,Private,Some college,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
28,Private,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
46,Private,Prof school,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
42,Local gov,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
28,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
18,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
24,Federal gov,Bachelors,Never married,Prof specialty,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
45,Private,Doctorate,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
24,Private,HS grad,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
44,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
20,Private,Some college,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
35,Private,Some college,Married civ spouse,Tech support,White,Male,Poland,"less than or equal to 50,000"
52,Self emp inc,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
25,Private,Assoc acdm,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
19,Private,5th 6th,Never married,Farming fishing,White,Male,Mexico,"less than or equal to 50,000"
54,Private,Some college,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
26,Private,HS grad,Married civ spouse,Adm clerical,White,Female,United States,"greater than 50,000"
42,Private,Assoc voc,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
55,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
44,State gov,HS grad,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
25,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
26,Private,Some college,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
64,Federal gov,Assoc acdm,Separated,Prof specialty,White,Female,United States,"greater than 50,000"
43,Private,Some college,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
45,Private,HS grad,Never married,Craft repair,White,Male,United States,"greater than 50,000"
48,Federal gov,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
60,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
45,Self emp not inc,Some college,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
51,Private,10th,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
37,Federal gov,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
22,Private,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
44,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
27,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
47,Local gov,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
32,Private,Masters,Married civ spouse,Exec managerial,Black,Male,United States,"greater than 50,000"
40,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
41,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
26,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
47,Private,Some college,Married civ spouse,Exec managerial,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
55,Self emp inc,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
38,Private,HS grad,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
24,State gov,Bachelors,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
64,Self emp not inc,Doctorate,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
56,Federal gov,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
41,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
33,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
33,Private,Prof school,Never married,Prof specialty,White,Male,United States,"greater than 50,000"
21,Private,Some college,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
59,Local gov,HS grad,Widowed,Craft repair,Black,Male,United States,"less than or equal to 50,000"
58,Private,Assoc voc,Married civ spouse,Exec managerial,White,Male,Germany,"greater than 50,000"
43,Local gov,Masters,Divorced,Prof specialty,White,Male,United States,"less than or equal to 50,000"
21,Private,HS grad,Never married,Craft repair,Black,Male,United States,"less than or equal to 50,000"
45,Private,HS grad,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
53,Local gov,HS grad,Married civ spouse,Exec managerial,White,Female,United States,"greater than 50,000"
27,Private,10th,Married civ spouse,Exec managerial,White,Female,Mexico,"less than or equal to 50,000"
38,Private,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
31,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
41,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
22,State gov,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
43,Self emp not inc,Masters,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
41,State gov,Some college,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
27,Private,Some college,Married civ spouse,Handlers cleaners,White,Female,United States,"less than or equal to 50,000"
41,Local gov,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
36,Private,Prof school,Divorced,Prof specialty,White,Male,United States,"greater than 50,000"
49,Private,Bachelors,Married civ spouse,Adm clerical,White,Female,United States,"greater than 50,000"
20,Private,HS grad,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
58,Self emp not inc,HS grad,Married spouse absent,Other service,White,Female,United States,"less than or equal to 50,000"
35,Self emp not inc,12th,Never married,Other service,Black,Female,Trinadad&Tobago,"less than or equal to 50,000"
30,Local gov,HS grad,Married civ spouse,Protective serv,White,Male,United States,"greater than 50,000"
21,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
29,Private,Assoc acdm,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
40,Private,HS grad,Widowed,Sales,White,Female,United States,"less than or equal to 50,000"
54,State gov,Bachelors,Never married,Prof specialty,Asian Pac Islander,Female,United States,"greater than 50,000"
35,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
35,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
59,Private,HS grad,Separated,Sales,Black,Female,United States,"less than or equal to 50,000"
43,Self emp inc,Some college,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
39,Private,10th,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
51,Private,7th 8th,Separated,Machine op inspct,Black,Female,United States,"less than or equal to 50,000"
33,Private,12th,Divorced,Machine op inspct,Black,Female,United States,"less than or equal to 50,000"
28,Private,HS grad,Divorced,Other service,Black,Male,United States,"less than or equal to 50,000"
30,Private,HS grad,Married spouse absent,Sales,White,Male,United States,"less than or equal to 50,000"
20,Private,5th 6th,Married spouse absent,Farming fishing,White,Male,Mexico,"less than or equal to 50,000"
51,Self emp inc,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
39,Private,HS grad,Married civ spouse,Machine op inspct,White,Female,United States,"greater than 50,000"
62,Private,Some college,Married civ spouse,Sales,Asian Pac Islander,Male,United States,"greater than 50,000"
28,Private,9th,Never married,Machine op inspct,White,Male,Dominican Republic,"less than or equal to 50,000"
23,Private,HS grad,Never married,Sales,Asian Pac Islander,Male,South,"less than or equal to 50,000"
39,Private,Bachelors,Married civ spouse,Sales,White,Female,United States,"less than or equal to 50,000"
50,Self emp inc,Bachelors,Widowed,Sales,White,Male,United States,"greater than 50,000"
31,Private,7th 8th,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
45,Local gov,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
47,Private,10th,Widowed,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
59,Private,HS grad,Widowed,Prof specialty,White,Female,United States,"less than or equal to 50,000"
32,Private,Assoc acdm,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
49,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
22,Private,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
32,Private,Some college,Married civ spouse,Craft repair,White,Male,Greece,"less than or equal to 50,000"
34,Private,Bachelors,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
59,Private,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
36,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
59,Private,11th,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
47,Self emp inc,Bachelors,Divorced,Exec managerial,White,Male,United States,"greater than 50,000"
53,Local gov,HS grad,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
25,Self emp not inc,Some college,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
44,Private,Bachelors,Divorced,Adm clerical,Black,Male,United States,"less than or equal to 50,000"
57,Self emp not inc,Prof school,Married civ spouse,Sales,White,Female,United States,"greater than 50,000"
42,Self emp not inc,Bachelors,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
58,Local gov,10th,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
39,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
45,Private,7th 8th,Divorced,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
47,Private,Bachelors,Married civ spouse,Exec managerial,Black,Female,United States,"greater than 50,000"
52,Private,HS grad,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
34,Private,HS grad,Never married,Other service,Black,Female,United States,"less than or equal to 50,000"
36,Self emp not inc,7th 8th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
41,Private,HS grad,Married spouse absent,Craft repair,White,Male,Poland,"less than or equal to 50,000"
30,Private,Some college,Never married,Prof specialty,White,Male,Mexico,"less than or equal to 50,000"
34,Private,Some college,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
41,Private,Some college,Separated,Other service,Black,Male,United States,"less than or equal to 50,000"
29,Private,HS grad,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
25,Private,9th,Never married,Machine op inspct,White,Male,Mexico,"less than or equal to 50,000"
42,Local gov,Bachelors,Separated,Prof specialty,White,Male,United States,"less than or equal to 50,000"
48,Private,Some college,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
26,Private,Assoc voc,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
46,Self emp inc,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
38,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
49,State gov,11th,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
23,Private,Some college,Never married,Sales,Black,Female,United States,"less than or equal to 50,000"
46,Local gov,Bachelors,Never married,Prof specialty,White,Female,United States,"greater than 50,000"
30,Private,HS grad,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
49,Self emp not inc,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
31,Private,HS grad,Divorced,Craft repair,White,Male,United States,"less than or equal to 50,000"
19,Private,HS grad,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
45,Private,Assoc acdm,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
34,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,Peru,"greater than 50,000"
26,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
38,Self emp not inc,HS grad,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
31,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
36,Self emp inc,Assoc acdm,Separated,Exec managerial,White,Male,United States,"less than or equal to 50,000"
31,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
30,Private,Bachelors,Married civ spouse,Tech support,White,Male,United States,"less than or equal to 50,000"
37,Private,HS grad,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
30,Private,Bachelors,Never married,Prof specialty,Black,Male,United States,"greater than 50,000"
38,Federal gov,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
30,Private,10th,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
33,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
52,Local gov,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
58,Private,Some college,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
34,Local gov,Masters,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
35,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
59,Federal gov,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
45,Private,Bachelors,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
27,Private,Some college,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
31,Local gov,Doctorate,Never married,Prof specialty,White,Male,Mexico,"greater than 50,000"
45,Private,Some college,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
40,Private,HS grad,Separated,Other service,White,Female,United States,"less than or equal to 50,000"
27,Private,Prof school,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
19,Private,HS grad,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
29,Private,5th 6th,Never married,Other service,White,Male,Mexico,"less than or equal to 50,000"
34,Self emp inc,Some college,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
32,State gov,Assoc acdm,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
49,Private,11th,Married civ spouse,Craft repair,White,Male,Cuba,"less than or equal to 50,000"
33,Private,11th,Divorced,Exec managerial,White,Female,United States,"greater than 50,000"
62,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
39,Self emp not inc,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
43,Private,HS grad,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
22,Private,Some college,Never married,Tech support,White,Female,United States,"less than or equal to 50,000"
24,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
25,Private,Some college,Never married,Other service,Black,Female,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
31,Private,Assoc acdm,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
53,Private,11th,Divorced,Craft repair,White,Female,United States,"less than or equal to 50,000"
61,Private,HS grad,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
47,Private,Bachelors,Married civ spouse,Other service,White,Male,El Salvador,"less than or equal to 50,000"
37,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
50,Self emp not inc,Bachelors,Divorced,Exec managerial,White,Male,United States,"less than or equal to 50,000"
27,Private,Some college,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
58,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
43,Private,HS grad,Married civ spouse,Handlers cleaners,Black,Male,United States,"less than or equal to 50,000"
39,Private,Assoc acdm,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
36,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
56,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
26,Private,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
23,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
47,Private,11th,Never married,Transport moving,Black,Male,United States,"less than or equal to 50,000"
68,Private,12th,Widowed,Sales,White,Female,United States,"less than or equal to 50,000"
47,Local gov,Some college,Never married,Protective serv,Black,Male,United States,"less than or equal to 50,000"
45,Federal gov,Some college,Married civ spouse,Tech support,White,Male,Guatemala,"greater than 50,000"
26,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
20,Private,HS grad,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
46,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
37,Private,Assoc acdm,Married civ spouse,Tech support,White,Male,United States,"greater than 50,000"
37,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
43,Private,Some college,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
59,Private,Masters,Widowed,Prof specialty,White,Female,United States,"less than or equal to 50,000"
39,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
32,Private,Some college,Divorced,Farming fishing,White,Female,United States,"less than or equal to 50,000"
63,Private,Some college,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
45,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
59,Private,Bachelors,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
26,Private,HS grad,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
34,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
41,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
26,Private,HS grad,Never married,Handlers cleaners,Black,Male,United States,"less than or equal to 50,000"
53,Private,HS grad,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
33,Private,HS grad,Married civ spouse,Adm clerical,White,Female,United States,"greater than 50,000"
46,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
31,Private,HS grad,Widowed,Craft repair,White,Female,United States,"less than or equal to 50,000"
24,Private,HS grad,Separated,Other service,White,Male,United States,"less than or equal to 50,000"
57,Local gov,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
40,Private,HS grad,Separated,Other service,White,Female,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
45,Private,11th,Never married,Machine op inspct,Black,Female,United States,"less than or equal to 50,000"
27,Private,Assoc voc,Separated,Adm clerical,White,Female,United States,"less than or equal to 50,000"
36,Private,5th 6th,Married spouse absent,Craft repair,White,Male,Mexico,"less than or equal to 50,000"
30,Private,HS grad,Married civ spouse,Craft repair,White,Male,Germany,"less than or equal to 50,000"
36,Private,Bachelors,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
31,Private,HS grad,Married civ spouse,Adm clerical,White,Female,United States,"less than or equal to 50,000"
49,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
26,Private,11th,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
25,Private,Bachelors,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
29,Private,Assoc voc,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
24,Private,Some college,Never married,Adm clerical,White,Female,Dominican Republic,"less than or equal to 50,000"
41,Private,HS grad,Married civ spouse,Adm clerical,White,Male,United States,"greater than 50,000"
35,Private,Masters,Never married,Exec managerial,White,Male,United States,"greater than 50,000"
57,Self emp inc,Bachelors,Married civ spouse,Sales,White,Female,United States,"greater than 50,000"
21,Private,11th,Never married,Priv house serv,White,Female,Mexico,"less than or equal to 50,000"
29,Private,10th,Never married,Other service,Black,Female,United States,"less than or equal to 50,000"
36,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
51,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
39,Private,11th,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
36,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
40,Self emp not inc,Prof school,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
61,Private,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
38,Private,Prof school,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
21,Private,HS grad,Separated,Other service,White,Female,United States,"less than or equal to 50,000"
40,Private,HS grad,Divorced,Tech support,White,Female,United States,"less than or equal to 50,000"
46,Private,10th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
21,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
35,Self emp not inc,10th,Married civ spouse,Transport moving,Black,Male,United States,"less than or equal to 50,000"
39,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
38,Self emp not inc,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
30,Private,HS grad,Separated,Adm clerical,White,Female,United States,"less than or equal to 50,000"
32,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
46,Self emp not inc,Assoc voc,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
40,Private,Assoc voc,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
47,Private,HS grad,Married civ spouse,Machine op inspct,Black,Female,United States,"greater than 50,000"
44,Private,10th,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
38,Private,HS grad,Married civ spouse,Sales,White,Male,Columbia,"less than or equal to 50,000"
46,Self emp not inc,Bachelors,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
